ip,port,protocol,state,service,version,scan_type,is_open
172.16.35.120,3306,tcp,open,mysql,MySQL 5.7.33,Connect Scan,1
10.0.16.31,3091,udp,filtered,unknown,unknown,SYN Scan,0
10.0.6.131,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
10.0.12.161,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.17.76,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.227,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.16.87,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
10.0.9.88,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
172.16.33.30,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
172.16.6.112,49133,udp,closed,unknown,unknown,ACK Scan,0
172.16.20.7,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.216,59734,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.28,80,tcp,open,http,Apache httpd 2.4.41,Version Detection,1
10.0.9.33,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
10.0.34.119,27017,tcp,open,mongodb,MongoDB 4.2.8,SYN Scan,1
172.16.31.150,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
192.168.1.118,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
192.168.1.31,143,tcp,open,imap,Courier imapd,Version Detection,1
172.16.18.6,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
10.0.24.25,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.34.171,14622,tcp,filtered,unknown,unknown,SYN Scan,0
172.16.37.152,32719,tcp,closed,unknown,unknown,Version Detection,0
172.16.26.173,23,tcp,open,telnet,Linux telnetd,Version Detection,1
172.16.35.245,3306,tcp,open,mysql,MariaDB 10.3,SYN Scan,1
10.0.14.118,143,tcp,open,imap,Dovecot imapd,Version Detection,1
192.168.1.26,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.23.234,25028,udp,filtered,unknown,unknown,SYN Scan,0
192.168.1.108,25,tcp,open,smtp,Exim smtpd,Version Detection,1
172.16.33.202,80,tcp,open,http,nginx 1.18.0,SYN Scan,1
172.16.34.192,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
10.0.16.196,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
172.16.38.228,110,tcp,open,pop3,Dovecot pop3d,SYN Scan,1
192.168.1.13,5432,tcp,open,postgresql,PostgreSQL 12.5,Version Detection,1
10.0.17.130,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.94,3711,tcp,closed,unknown,unknown,ACK Scan,0
10.0.30.30,23,tcp,open,telnet,Linux telnetd,Version Detection,1
192.168.1.170,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
10.0.34.212,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
10.0.11.84,5432,tcp,open,postgresql,PostgreSQL 12.5,Connect Scan,1
192.168.1.205,21073,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.3.191,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.29,8080,tcp,open,http-proxy,Tomcat 9.0,Connect Scan,1
172.16.13.179,25,tcp,open,smtp,Postfix smtpd,Connect Scan,1
10.0.18.126,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
192.168.1.197,37377,udp,closed,unknown,unknown,Version Detection,0
172.16.26.177,9682,udp,closed,unknown,unknown,Version Detection,0
192.168.1.248,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
10.0.15.101,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
192.168.1.108,59406,tcp,open,unknown,unknown,Version Detection,1
10.0.8.29,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
10.0.23.113,110,tcp,open,pop3,Courier pop3d,Version Detection,1
192.168.1.218,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
172.16.22.185,62337,tcp,filtered,unknown,unknown,Connect Scan,0
10.0.37.196,20878,udp,closed,unknown,unknown,SYN Scan,0
192.168.1.222,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.6.153,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
10.0.7.167,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
172.16.30.211,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.177,13401,udp,closed,unknown,unknown,ACK Scan,0
10.0.15.57,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
10.0.26.209,23781,tcp,closed,unknown,unknown,Connect Scan,0
172.16.8.168,17773,udp,closed,unknown,unknown,Connect Scan,0
192.168.1.188,443,tcp,open,https,Microsoft IIS 10.0,ACK Scan,1
172.16.9.16,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
172.16.22.223,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.37,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.25.180,1582,tcp,open,unknown,unknown,SYN Scan,1
172.16.21.49,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
172.16.14.201,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
192.168.1.106,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
10.0.26.7,19341,tcp,filtered,unknown,unknown,Connect Scan,0
172.16.20.144,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
10.0.9.160,27017,tcp,open,mongodb,MongoDB 4.4.1,Connect Scan,1
10.0.10.95,62328,udp,closed,unknown,unknown,Connect Scan,0
172.16.20.231,21187,tcp,filtered,unknown,unknown,SYN Scan,0
10.0.30.47,53,udp,open,domain,ISC BIND 9.11,Connect Scan,1
10.0.4.160,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
172.16.1.54,22620,tcp,closed,unknown,unknown,SYN Scan,0
10.0.26.114,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.217,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
10.0.33.66,23,tcp,open,telnet,Linux telnetd,SYN Scan,1
172.16.7.88,25,tcp,open,smtp,Microsoft Exchange,Version Detection,1
10.0.6.118,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
192.168.1.5,5432,tcp,open,postgresql,PostgreSQL 13.1,ACK Scan,1
192.168.1.49,36664,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.19,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
10.0.29.8,12520,tcp,closed,unknown,unknown,Connect Scan,0
10.0.15.43,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,SYN Scan,1
172.16.9.159,443,tcp,open,https,nginx 1.18.0,Version Detection,1
172.16.3.209,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
10.0.31.173,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.75,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
192.168.1.78,31126,udp,closed,unknown,unknown,SYN Scan,0
172.16.21.6,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
192.168.1.185,22,tcp,open,ssh,OpenSSH 7.6p1,Connect Scan,1
10.0.5.162,143,tcp,open,imap,Courier imapd,SYN Scan,1
10.0.9.201,53,udp,open,domain,ISC BIND 9.11,ACK Scan,1
192.168.1.69,8080,tcp,open,http-proxy,Jetty 9.4,SYN Scan,1
10.0.38.100,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
172.16.6.96,22385,udp,closed,unknown,unknown,ACK Scan,0
192.168.1.197,51082,udp,closed,unknown,unknown,Version Detection,0
10.0.4.5,1628,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.7.161,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
10.0.1.77,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
10.0.36.235,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
192.168.1.243,80,tcp,open,http,Microsoft IIS 10.0,Connect Scan,1
10.0.15.41,23,tcp,open,telnet,Linux telnetd,Connect Scan,1
172.16.32.18,26406,udp,filtered,unknown,unknown,SYN Scan,0
192.168.1.219,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.1.155,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Version Detection,1
172.16.21.230,3306,tcp,open,mysql,MariaDB 10.3,Connect Scan,1
172.16.10.0,37186,udp,closed,unknown,unknown,ACK Scan,0
172.16.34.248,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
192.168.1.53,26169,tcp,open,unknown,unknown,Version Detection,1
10.0.24.227,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
192.168.1.222,27017,tcp,open,mongodb,MongoDB 4.4.1,SYN Scan,1
10.0.9.11,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,SYN Scan,1
172.16.18.58,443,tcp,open,https,Microsoft IIS 10.0,SYN Scan,1
172.16.2.76,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
192.168.1.200,64642,udp,closed,unknown,unknown,Version Detection,0
10.0.35.10,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.12.208,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
10.0.7.149,30516,udp,open,unknown,unknown,Version Detection,1
10.0.30.205,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
172.16.35.211,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
192.168.1.38,25,tcp,open,smtp,Exim smtpd,Connect Scan,1
10.0.28.98,443,tcp,open,https,Microsoft IIS 10.0,SYN Scan,1
172.16.20.0,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.23.149,30810,udp,closed,unknown,unknown,ACK Scan,0
10.0.0.41,5432,tcp,open,postgresql,PostgreSQL 13.1,SYN Scan,1
10.0.8.104,143,tcp,open,imap,Courier imapd,ACK Scan,1
10.0.8.190,12504,tcp,filtered,unknown,unknown,SYN Scan,0
172.16.32.231,143,tcp,open,imap,Courier imapd,ACK Scan,1
172.16.38.208,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.31.181,10812,udp,closed,unknown,unknown,Version Detection,0
10.0.37.175,48711,tcp,closed,unknown,unknown,Connect Scan,0
172.16.34.188,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
192.168.1.251,28769,udp,closed,unknown,unknown,Version Detection,0
172.16.37.114,41083,udp,filtered,unknown,unknown,Connect Scan,0
10.0.33.242,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
192.168.1.155,9204,udp,open,unknown,unknown,ACK Scan,1
10.0.17.255,23,tcp,open,telnet,Linux telnetd,Version Detection,1
192.168.1.126,26396,udp,closed,unknown,unknown,Version Detection,0
172.16.15.154,445,tcp,open,microsoft-ds,Microsoft Windows 10,Connect Scan,1
192.168.1.221,8080,tcp,open,http-proxy,Jetty 9.4,Version Detection,1
10.0.10.204,110,tcp,open,pop3,Courier pop3d,Version Detection,1
10.0.37.100,443,tcp,open,https,nginx 1.18.0,Version Detection,1
10.0.5.17,3395,tcp,closed,unknown,unknown,ACK Scan,0
172.16.8.114,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.28.52,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
172.16.7.129,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
10.0.37.146,143,tcp,open,imap,Courier imapd,Connect Scan,1
192.168.1.85,9228,udp,closed,unknown,unknown,ACK Scan,0
10.0.30.81,38579,udp,filtered,unknown,unknown,ACK Scan,0
10.0.17.147,27017,tcp,open,mongodb,MongoDB 4.2.8,SYN Scan,1
172.16.12.104,80,tcp,open,http,Apache httpd 2.4.41,ACK Scan,1
10.0.2.60,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
10.0.21.167,21,tcp,open,ftp,ProFTPD 1.3.5,SYN Scan,1
192.168.1.191,22,tcp,open,ssh,OpenSSH 8.2p1,Version Detection,1
172.16.27.106,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
192.168.1.10,110,tcp,open,pop3,Courier pop3d,Version Detection,1
172.16.38.142,4741,udp,filtered,unknown,unknown,SYN Scan,0
192.168.1.198,8080,tcp,open,http-proxy,Tomcat 9.0,SYN Scan,1
172.16.32.243,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
192.168.1.184,25,tcp,open,smtp,Postfix smtpd,SYN Scan,1
172.16.22.196,40659,udp,open,unknown,unknown,Version Detection,1
172.16.14.76,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.220,53,udp,open,domain,dnsmasq 2.79,Version Detection,1
10.0.20.7,22,tcp,open,ssh,OpenSSH 8.2p1,Connect Scan,1
172.16.37.101,13345,udp,filtered,unknown,unknown,Version Detection,0
192.168.1.23,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
192.168.1.178,27017,tcp,open,mongodb,MongoDB 4.4.1,ACK Scan,1
172.16.27.245,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
172.16.5.59,5220,udp,filtered,unknown,unknown,ACK Scan,0
192.168.1.104,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
192.168.1.167,60780,udp,closed,unknown,unknown,SYN Scan,0
10.0.3.186,110,tcp,open,pop3,Courier pop3d,Connect Scan,1
192.168.1.55,11104,udp,filtered,unknown,unknown,Version Detection,0
10.0.37.249,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
192.168.1.26,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.58,27017,tcp,open,mongodb,MongoDB 4.4.1,ACK Scan,1
172.16.38.118,27017,tcp,open,mongodb,MongoDB 4.4.1,Version Detection,1
10.0.31.175,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.8.81,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
172.16.27.45,21,tcp,open,ftp,FileZilla Server,Connect Scan,1
192.168.1.185,3306,tcp,open,mysql,MariaDB 10.3,Connect Scan,1
172.16.15.125,80,tcp,open,http,Microsoft IIS 10.0,SYN Scan,1
172.16.8.18,25,tcp,open,smtp,Exim smtpd,Version Detection,1
172.16.19.3,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
172.16.30.1,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
192.168.1.252,22,tcp,open,ssh,OpenSSH 8.2p1,ACK Scan,1
172.16.5.75,25,tcp,open,smtp,Exim smtpd,Version Detection,1
10.0.18.39,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.100,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
192.168.1.134,2518,tcp,filtered,unknown,unknown,SYN Scan,0
10.0.27.93,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
192.168.1.95,51788,udp,open,unknown,unknown,Connect Scan,1
10.0.35.4,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
172.16.3.151,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
172.16.15.195,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
172.16.21.75,445,tcp,open,microsoft-ds,Microsoft Windows 10,ACK Scan,1
10.0.31.46,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.28.0,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
10.0.8.1,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
10.0.19.186,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.17.76,7556,udp,closed,unknown,unknown,ACK Scan,0
172.16.22.94,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
192.168.1.251,23122,tcp,closed,unknown,unknown,Connect Scan,0
10.0.14.137,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,ACK Scan,1
10.0.37.239,35839,udp,filtered,unknown,unknown,Version Detection,0
172.16.3.3,17946,tcp,filtered,unknown,unknown,Version Detection,0
10.0.2.92,3979,udp,filtered,unknown,unknown,Connect Scan,0
172.16.26.60,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.4.164,38266,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.1.250,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
192.168.1.21,143,tcp,open,imap,Courier imapd,SYN Scan,1
10.0.8.253,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.21.30,28496,udp,closed,unknown,unknown,Connect Scan,0
172.16.12.60,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
192.168.1.225,22919,tcp,open,unknown,unknown,SYN Scan,1
10.0.0.251,80,tcp,open,http,Apache httpd 2.4.41,Connect Scan,1
192.168.1.204,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
10.0.7.57,41861,udp,closed,unknown,unknown,Version Detection,0
10.0.38.47,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
172.16.33.173,23,tcp,open,telnet,Linux telnetd,Version Detection,1
192.168.1.102,143,tcp,open,imap,Courier imapd,ACK Scan,1
172.16.25.122,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.29.33,27017,tcp,open,mongodb,MongoDB 4.2.8,Connect Scan,1
172.16.33.245,110,tcp,open,pop3,Dovecot pop3d,ACK Scan,1
192.168.1.78,31389,tcp,filtered,unknown,unknown,ACK Scan,0
192.168.1.209,57577,udp,closed,unknown,unknown,SYN Scan,0
10.0.5.13,8273,tcp,closed,unknown,unknown,Version Detection,0
172.16.37.121,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
172.16.36.51,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
10.0.24.94,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
192.168.1.247,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
192.168.1.127,110,tcp,open,pop3,Courier pop3d,ACK Scan,1
192.168.1.88,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.13.221,28131,udp,open,unknown,unknown,Version Detection,1
192.168.1.182,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.60,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
10.0.32.204,3306,tcp,open,mysql,MariaDB 10.3,Version Detection,1
10.0.30.169,27017,tcp,open,mongodb,MongoDB 4.2.8,ACK Scan,1
172.16.26.70,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
172.16.4.79,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
10.0.25.195,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,ACK Scan,1
10.0.37.180,54150,tcp,closed,unknown,unknown,ACK Scan,0
10.0.24.162,15680,udp,closed,unknown,unknown,SYN Scan,0
172.16.31.133,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,ACK Scan,1
192.168.1.191,23,tcp,open,telnet,Cisco IOS telnetd,Version Detection,1
10.0.9.227,443,tcp,open,https,nginx 1.18.0,ACK Scan,1
192.168.1.69,6453,udp,closed,unknown,unknown,Connect Scan,0
10.0.9.119,63892,udp,closed,unknown,unknown,Version Detection,0
192.168.1.119,3306,tcp,open,mysql,MySQL 5.7.33,ACK Scan,1
192.168.1.7,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
10.0.2.164,57772,tcp,closed,unknown,unknown,Connect Scan,0
192.168.1.9,110,tcp,open,pop3,Courier pop3d,Version Detection,1
192.168.1.79,929,tcp,closed,unknown,unknown,ACK Scan,0
192.168.1.7,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
192.168.1.228,135,tcp,open,msrpc,Microsoft Windows RPC,SYN Scan,1
192.168.1.61,43531,tcp,filtered,unknown,unknown,ACK Scan,0
172.16.36.16,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
172.16.12.174,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,SYN Scan,1
192.168.1.21,443,tcp,open,https,Apache httpd 2.4.41,SYN Scan,1
172.16.22.188,23,tcp,open,telnet,Cisco IOS telnetd,ACK Scan,1
10.0.26.31,143,tcp,open,imap,Dovecot imapd,Connect Scan,1
192.168.1.93,21342,udp,filtered,unknown,unknown,Version Detection,0
10.0.29.80,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Connect Scan,1
192.168.1.115,25,tcp,open,smtp,Postfix smtpd,ACK Scan,1
172.16.33.118,53,udp,open,domain,dnsmasq 2.79,Connect Scan,1
172.16.3.246,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
172.16.37.181,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
172.16.14.10,8080,tcp,open,http-proxy,Jetty 9.4,Connect Scan,1
192.168.1.106,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.12.226,21,tcp,open,ftp,FileZilla Server,Version Detection,1
192.168.1.81,28571,tcp,closed,unknown,unknown,Connect Scan,0
10.0.37.88,16972,tcp,filtered,unknown,unknown,ACK Scan,0
10.0.3.2,63848,tcp,closed,unknown,unknown,Version Detection,0
172.16.14.44,135,tcp,open,msrpc,Microsoft Windows RPC,Connect Scan,1
172.16.20.49,23,tcp,open,telnet,Linux telnetd,Version Detection,1
192.168.1.21,135,tcp,open,msrpc,Microsoft Windows RPC,Version Detection,1
192.168.1.231,11225,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.8,27017,tcp,open,mongodb,MongoDB 4.2.8,Version Detection,1
10.0.25.225,8080,tcp,open,http-proxy,Tomcat 9.0,Version Detection,1
10.0.12.105,10929,udp,filtered,unknown,unknown,Version Detection,0
10.0.3.245,443,tcp,open,https,nginx 1.18.0,SYN Scan,1
192.168.1.166,5432,tcp,open,postgresql,PostgreSQL 12.5,SYN Scan,1
192.168.1.63,445,tcp,open,microsoft-ds,Samba smbd 4.7.6,Connect Scan,1
172.16.24.113,3306,tcp,open,mysql,MariaDB 10.3,ACK Scan,1
172.16.37.245,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.34.23,25,tcp,open,smtp,Postfix smtpd,SYN Scan,1
10.0.22.181,5432,tcp,open,postgresql,PostgreSQL 12.5,ACK Scan,1
192.168.1.179,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,ACK Scan,1
172.16.15.86,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
192.168.1.25,8080,tcp,open,http-proxy,Tomcat 9.0,ACK Scan,1
10.0.16.235,57354,tcp,open,unknown,unknown,Connect Scan,1
10.0.0.174,21,tcp,open,ftp,vsftpd 3.0.3,Version Detection,1
192.168.1.164,4047,udp,filtered,unknown,unknown,ACK Scan,0
10.0.2.251,143,tcp,open,imap,Dovecot imapd,ACK Scan,1
192.168.1.138,110,tcp,open,pop3,Dovecot pop3d,Version Detection,1
10.0.10.121,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.10.141,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,SYN Scan,1
172.16.21.111,443,tcp,open,https,Apache httpd 2.4.41,Version Detection,1
10.0.4.136,5402,udp,filtered,unknown,unknown,Version Detection,0
172.16.19.171,18287,udp,filtered,unknown,unknown,Connect Scan,0
10.0.22.223,42448,udp,closed,unknown,unknown,ACK Scan,0
172.16.32.55,135,tcp,open,msrpc,Microsoft Windows RPC,ACK Scan,1
10.0.16.110,18303,udp,closed,unknown,unknown,ACK Scan,0
192.168.1.214,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.168,143,tcp,open,imap,Dovecot imapd,SYN Scan,1
192.168.1.55,443,tcp,open,https,Apache httpd 2.4.41,SYN Scan,1
172.16.34.96,443,tcp,open,https,Apache httpd 2.4.41,Connect Scan,1
10.0.34.96,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.38.226,110,tcp,open,pop3,Courier pop3d,SYN Scan,1
192.168.1.8,445,tcp,open,microsoft-ds,Microsoft Windows 10,SYN Scan,1
172.16.20.176,16180,tcp,closed,unknown,unknown,SYN Scan,0
172.16.27.14,22,tcp,open,ssh,OpenSSH 8.2p1,SYN Scan,1
172.16.35.232,10298,tcp,closed,unknown,unknown,Version Detection,0
192.168.1.249,7077,tcp,filtered,unknown,unknown,Version Detection,0
10.0.13.244,53198,tcp,closed,unknown,unknown,Version Detection,0
172.16.4.110,21,tcp,open,ftp,FileZilla Server,Version Detection,1
172.16.11.49,143,tcp,open,imap,Dovecot imapd,Version Detection,1
192.168.1.177,22,tcp,open,ssh,OpenSSH 7.6p1,Connect Scan,1
10.0.20.72,143,tcp,open,imap,Courier imapd,Connect Scan,1
192.168.1.170,53,udp,open,domain,ISC BIND 9.11,Version Detection,1
192.168.1.207,57178,udp,closed,unknown,unknown,Connect Scan,0
10.0.16.184,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,Connect Scan,1
10.0.20.194,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.17.134,25,tcp,open,smtp,Microsoft Exchange,SYN Scan,1
10.0.36.103,80,tcp,open,http,nginx 1.18.0,Connect Scan,1
192.168.1.152,23,tcp,open,telnet,Linux telnetd,ACK Scan,1
172.16.24.208,110,tcp,open,pop3,Dovecot pop3d,Connect Scan,1
172.16.13.42,3306,tcp,open,mysql,MySQL 5.7.33,Version Detection,1
172.16.6.171,25,tcp,open,smtp,Exim smtpd,Version Detection,1
172.16.36.141,5432,tcp,open,postgresql,PostgreSQL 13.1,Version Detection,1
10.0.29.224,137,udp,open,netbios-ns,Microsoft Windows NetBIOS,SYN Scan,1
192.168.1.143,1424,udp,open,unknown,unknown,Connect Scan,1
172.16.4.89,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
172.16.32.75,53,udp,open,domain,dnsmasq 2.79,SYN Scan,1
10.0.35.215,21,tcp,open,ftp,ProFTPD 1.3.5,Connect Scan,1
192.168.1.246,61613,udp,closed,unknown,unknown,ACK Scan,0
172.16.10.83,63433,udp,closed,unknown,unknown,Connect Scan,0
10.0.30.111,26313,tcp,open,unknown,unknown,Version Detection,1
192.168.1.245,22,tcp,open,ssh,Dropbear sshd,ACK Scan,1
10.0.2.31,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
10.0.10.158,443,tcp,open,https,nginx 1.18.0,Connect Scan,1
10.0.28.53,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Connect Scan,1
172.16.8.167,139,tcp,open,netbios-ssn,Microsoft Windows NetBIOS,Version Detection,1
192.168.1.76,3389,tcp,open,ms-wbt-server,Microsoft Terminal Services,Version Detection,1
192.168.1.56,24519,udp,filtered,unknown,unknown,ACK Scan,0
172.16.15.148,11238,tcp,filtered,unknown,unknown,ACK Scan,0
192.168.1.213,24110,udp,filtered,unknown,unknown,SYN Scan,0
10.0.36.176,60546,udp,closed,unknown,unknown,SYN Scan,0
